blocker_id,blocker_type,player_name,position,source_layer,detail,prevents_app_wiring,recommended_action,notes
BLOCKER-0059,REVIEW_NEEDED_ROW,Zay Flowers,WR,Veteran Full Dynasty Layer,Row remains REVIEW_NEEDED in the review artifact.,yes,Clear manual review/source caveats before app wiring.,"licensed_route_metrics_not_available|not_used_in_stats_first_value|missing_or_review_route_target_snap_evidence|missing_lifecycle_or_role_shape_evidence | Licensed route metrics unavailable; use as source limitation, not a formula instruction. | not used in stats first value | Need route/target/snap or role-usage evidence. | Need lifecycle/role-shape evidence. | Display-only DynastyProcess market baseline; not NWR source truth; not used for model inputs, candidate rank, or hidden sort. | existing_id_present; sleeper_match; dynastyprocess_crosswalk_candidate"
BLOCKER-0060,REVIEW_NEEDED_ROW,A.J. Brown,WR,Veteran Full Dynasty Layer,Row remains REVIEW_NEEDED in the review artifact.,yes,Clear manual review/source caveats before app wiring.,"licensed_route_metrics_not_available|not_used_in_stats_first_value|missing_or_review_route_target_snap_evidence|missing_lifecycle_or_role_shape_evidence | Licensed route metrics unavailable; use as source limitation, not a formula instruction. | not used in stats first value | Need route/target/snap or role-usage evidence. | Need lifecycle/role-shape evidence. | Display-only DynastyProcess market baseline; not NWR source truth; not used for model inputs, candidate rank, or hidden sort. | existing_id_present; sleeper_match; dynastyprocess_crosswalk_candidate"
BLOCKER-0061,REVIEW_NEEDED_ROW,Chris Olave,WR,Veteran Full Dynasty Layer,Row remains REVIEW_NEEDED in the review artifact.,yes,Clear manual review/source caveats before app wiring.,"licensed_route_metrics_not_available|not_used_in_stats_first_value|partial_first_down_confidence_cap|missing_or_review_route_target_snap_evidence|missing_lifecycle_or_role_shape_evidence | Licensed route metrics unavailable; use as source limitation, not a formula instruction. | not used in stats first value | Need stronger first-down evidence or accept confidence cap. | Need route/target/snap or role-usage evidence. | Need lifecycle/role-shape evidence. | Display-only DynastyProcess market baseline; not NWR source truth; not used for model inputs, candidate rank, or hidden sort. | existing_id_present; sleeper_match; dynastyprocess_crosswalk_candidate"
BLOCKER-0062,REVIEW_NEEDED_ROW,Kyren Williams,RB,Veteran Full Dynasty Layer,Row remains REVIEW_NEEDED in the review artifact.,yes,Clear manual review/source caveats before app wiring.,"licensed_route_metrics_not_available|not_used_in_stats_first_value|repeated_header_rows_removed=1|partial_first_down_confidence_cap|missing_or_review_route_target_snap_evidence|missing_lifecycle_or_role_shape_evidence | Licensed route metrics unavailable; use as source limitation, not a formula instruction. | not used in stats first value | repeated header rows removed=1 | Need stronger first-down evidence or accept confidence cap. | Need route/target/snap or role-usage evidence. | Need lifecycle/role-shape evidence. | Display-only DynastyProcess market baseline; not NWR source truth; not used for model inputs, candidate rank, or hidden sort. | existing_id_present; sleeper_match; dynastyprocess_crosswalk_candidate"
BLOCKER-0063,REVIEW_NEEDED_ROW,Nico Collins,WR,Veteran Full Dynasty Layer,Row remains REVIEW_NEEDED in the review artifact.,yes,Clear manual review/source caveats before app wiring.,"licensed_route_metrics_not_available|not_used_in_stats_first_value|missing_or_review_route_target_snap_evidence|missing_lifecycle_or_role_shape_evidence | Licensed route metrics unavailable; use as source limitation, not a formula instruction. | not used in stats first value | Need route/target/snap or role-usage evidence. | Need lifecycle/role-shape evidence. | Display-only DynastyProcess market baseline; not NWR source truth; not used for model inputs, candidate rank, or hidden sort. | existing_id_present; sleeper_match; dynastyprocess_crosswalk_candidate"
BLOCKER-0064,REVIEW_NEEDED_ROW,Kyle Pitts,TE,Veteran Full Dynasty Layer,Row remains REVIEW_NEEDED in the review artifact.,yes,Clear manual review/source caveats before app wiring.,"licensed_route_metrics_not_available|not_used_in_stats_first_value|te_upper_band_guard_v2_elite_exception|missing_or_review_route_target_snap_evidence|missing_lifecycle_or_role_shape_evidence | Licensed route metrics unavailable; use as source limitation, not a formula instruction. | not used in stats first value | te upper band guard v2 elite exception | Need route/target/snap or role-usage evidence. | Need lifecycle/role-shape evidence. | Display-only DynastyProcess market baseline; not NWR source truth; not used for model inputs, candidate rank, or hidden sort. | existing_id_present; sleeper_match; dynastyprocess_crosswalk_candidate"
BLOCKER-0065,REVIEW_NEEDED_ROW,Christian McCaffrey,RB,Veteran Full Dynasty Layer,Row remains REVIEW_NEEDED in the review artifact.,yes,Clear manual review/source caveats before app wiring.,"licensed_route_metrics_not_available|not_used_in_stats_first_value|rb_dynasty_age_curve_after_27_active|rb_dynasty_age_curve_30_plus_active|rb_age_cliff_guardrail_active|missing_or_review_route_target_snap_evidence|missing_lifecycle_or_role_shape_evidence | Licensed route metrics unavailable; use as source limitation, not a formula instruction. | not used in stats first value | rb dynasty age curve after 27 active | rb dynasty age curve 30 plus active | rb age cliff guardrail active | Need route/target/snap or role-usage evidence. | Need lifecycle/role-shape evidence. | Display-only DynastyProcess market baseline; not NWR source truth; not used for model inputs, candidate rank, or hidden sort. | existing_id_present; sleeper_match; dynastyprocess_crosswalk_candidate"
BLOCKER-0066,REVIEW_NEEDED_ROW,Josh Allen,QB,Veteran Full Dynasty Layer,Row remains REVIEW_NEEDED in the review artifact.,yes,Clear manual review/source caveats before app wiring.,"one_qb_context_balance_upper_band_guard_v2|qb_rushing_age_caution_active|missing_or_review_route_target_snap_evidence | one qb context balance upper band guard v2 | qb rushing age caution active | Need route/target/snap or role-usage evidence. | Display-only DynastyProcess market baseline; not NWR source truth; not used for model inputs, candidate rank, or hidden sort. | existing_id_present; sleeper_match; dynastyprocess_crosswalk_candidate"
BLOCKER-0067,REVIEW_NEEDED_ROW,Drake London,WR,Veteran Full Dynasty Layer,Row remains REVIEW_NEEDED in the review artifact.,yes,Clear manual review/source caveats before app wiring.,"licensed_route_metrics_not_available|not_used_in_stats_first_value|missing_or_review_route_target_snap_evidence|missing_lifecycle_or_role_shape_evidence | Licensed route metrics unavailable; use as source limitation, not a formula instruction. | not used in stats first value | Need route/target/snap or role-usage evidence. | Need lifecycle/role-shape evidence. | Display-only DynastyProcess market baseline; not NWR source truth; not used for model inputs, candidate rank, or hidden sort. | existing_id_present; sleeper_match; dynastyprocess_crosswalk_candidate"
BLOCKER-0068,REVIEW_NEEDED_ROW,Drake Maye,QB,Veteran Full Dynasty Layer,Row remains REVIEW_NEEDED in the review artifact.,yes,Clear manual review/source caveats before app wiring.,"partial_first_down_confidence_cap|one_qb_context_balance_upper_band_guard_v2 | Need stronger first-down evidence or accept confidence cap. | one qb context balance upper band guard v2 | Display-only DynastyProcess market baseline; not NWR source truth; not used for model inputs, candidate rank, or hidden sort. | existing_id_present; sleeper_match; dynastyprocess_crosswalk_candidate"
BLOCKER-0069,REVIEW_NEEDED_ROW,Chase Brown,RB,Veteran Full Dynasty Layer,Row remains REVIEW_NEEDED in the review artifact.,yes,Clear manual review/source caveats before app wiring.,"licensed_route_metrics_not_available|not_used_in_stats_first_value|missing_or_review_route_target_snap_evidence|missing_lifecycle_or_role_shape_evidence | Licensed route metrics unavailable; use as source limitation, not a formula instruction. | not used in stats first value | Need route/target/snap or role-usage evidence. | Need lifecycle/role-shape evidence. | Display-only DynastyProcess market baseline; not NWR source truth; not used for model inputs, candidate rank, or hidden sort. | existing_id_present; sleeper_match; dynastyprocess_crosswalk_candidate"
BLOCKER-0070,REVIEW_NEEDED_ROW,CeeDee Lamb,WR,Veteran Full Dynasty Layer,Row remains REVIEW_NEEDED in the review artifact.,yes,Clear manual review/source caveats before app wiring.,"licensed_route_metrics_not_available|not_used_in_stats_first_value|partial_first_down_confidence_cap|missing_or_review_route_target_snap_evidence|missing_lifecycle_or_role_shape_evidence | Licensed route metrics unavailable; use as source limitation, not a formula instruction. | not used in stats first value | Need stronger first-down evidence or accept confidence cap. | Need route/target/snap or role-usage evidence. | Need lifecycle/role-shape evidence. | Display-only DynastyProcess market baseline; not NWR source truth; not used for model inputs, candidate rank, or hidden sort. | existing_id_present; sleeper_match; dynastyprocess_crosswalk_candidate"
BLOCKER-0071,REVIEW_NEEDED_ROW,Jameson Williams,WR,Veteran Full Dynasty Layer,Row remains REVIEW_NEEDED in the review artifact.,yes,Clear manual review/source caveats before app wiring.,"licensed_route_metrics_not_available|not_used_in_stats_first_value|partial_first_down_confidence_cap|missing_or_review_route_target_snap_evidence|missing_lifecycle_or_role_shape_evidence | Licensed route metrics unavailable; use as source limitation, not a formula instruction. | not used in stats first value | Need stronger first-down evidence or accept confidence cap. | Need route/target/snap or role-usage evidence. | Need lifecycle/role-shape evidence. | Display-only DynastyProcess market baseline; not NWR source truth; not used for model inputs, candidate rank, or hidden sort. | existing_id_present; sleeper_match; dynastyprocess_crosswalk_candidate"
BLOCKER-0072,REVIEW_NEEDED_ROW,Justin Jefferson,WR,Veteran Full Dynasty Layer,Row remains REVIEW_NEEDED in the review artifact.,yes,Clear manual review/source caveats before app wiring.,"licensed_route_metrics_not_available|not_used_in_stats_first_value|partial_first_down_confidence_cap|missing_or_review_route_target_snap_evidence|missing_lifecycle_or_role_shape_evidence | Licensed route metrics unavailable; use as source limitation, not a formula instruction. | not used in stats first value | Need stronger first-down evidence or accept confidence cap. | Need route/target/snap or role-usage evidence. | Need lifecycle/role-shape evidence. | Display-only DynastyProcess market baseline; not NWR source truth; not used for model inputs, candidate rank, or hidden sort. | existing_id_present; sleeper_match; dynastyprocess_crosswalk_candidate"
BLOCKER-0073,REVIEW_NEEDED_ROW,DeVonta Smith,WR,Veteran Full Dynasty Layer,Row remains REVIEW_NEEDED in the review artifact.,yes,Clear manual review/source caveats before app wiring.,"licensed_route_metrics_not_available|not_used_in_stats_first_value|missing_or_review_route_target_snap_evidence|missing_lifecycle_or_role_shape_evidence | Licensed route metrics unavailable; use as source limitation, not a formula instruction. | not used in stats first value | Need route/target/snap or role-usage evidence. | Need lifecycle/role-shape evidence. | Display-only DynastyProcess market baseline; not NWR source truth; not used for model inputs, candidate rank, or hidden sort. | existing_id_present; sleeper_match; dynastyprocess_crosswalk_candidate"
